DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-15,15:00:00,6326,128524000000,105.85,1221.95,
2021-05-14,15:15:00,6326,52041000000,43.08,,
2021-08-03,15:00:00,6326,102950000000,85.22,,
2021-11-05,15:00:00,6326,146628000000,121.38,,42.0
2022-02-14,15:00:00,6326,175637000000,145.52,1398.41,
2022-05-12,15:00:00,6326,49596000000,41.33,,
2022-08-03,15:00:00,6326,91246000000,76.13,,
2022-11-09,15:00:00,6326,133334000000,111.54,,44.0
2023-02-14,15:00:00,6326,156182000000,130.82,1583.73,
2023-05-12,15:00:00,6326,69100000000,58.11,,
2023-08-04,15:00:00,6326,128823000000,108.56,,
2023-11-08,15:00:00,6326,182366000000,154.02,,48.0
2024-02-14,15:00:00,6326,238455000000,201.74,1851.75,
2024-05-10,15:00:00,6326,72922000000,62.06,,
2024-08-07,15:00:00,6326,150804000000,128.33,,
2024-11-08,15:30:00,6326,197916000000,169.0,,50.0
2024-11-13,15:30:00,6326,197916000000,169.0,,50.0
2025-02-13,15:30:00,6326,230437000000,197.61,2155.29,
2025-05-09,14:00:00,6326,41346000000,35.97,,50.0
2025-08-05,14:00:00,6326,92479000000,80.6,,50.0
2025-11-07,14:00:00,6326,141962000000,124.1,,50.0
