DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-08,12:00:00,1802,71161000000,99.16,,32.0
2021-05-12,12:00:00,1802,98780000000,137.64,1297.25,
2021-08-05,12:00:00,1802,12293000000,17.13,,32.0
2021-11-08,12:00:00,1802,18889000000,26.32,,32.0
2021-11-08,12:00:00,1802,,,,
2022-02-10,12:00:00,1802,38372000000,53.49,,32.0
2022-05-12,12:00:00,1802,39127000000,54.55,1333.1,
2022-08-10,12:00:00,1802,11279000000,15.73,,42.0
2022-11-07,16:00:00,1802,38494000000,53.69,,42.0
2022-11-07,16:00:00,1802,,,,
2023-02-06,12:00:00,1802,56550000000,78.88,,42.0
2023-05-11,12:00:00,1802,77671000000,108.34,1390.77,
2023-08-07,12:00:00,1802,6591000000,9.19,,42.0
2023-11-06,15:30:00,1802,29741000000,41.48,,42.0
2024-02-05,12:00:00,1802,47492000000,66.24,,42.0
2024-03-04,16:00:00,1802,,,,72.0
2024-05-13,15:00:00,1802,75059000000,104.69,1606.18,
2024-08-06,12:00:00,1802,25847000000,36.05,,80.0
2024-11-11,15:00:00,1802,55100000000,76.85,,80.0
2025-02-10,12:00:00,1802,95551000000,133.27,,80.0
2025-02-10,12:00:00,1802,,,,
2025-05-13,12:00:00,1802,146052000000,203.88,1628.88,
2025-04-10,12:00:00,1802,,,,
2025-08-08,12:00:00,1802,18070000000,25.59,,82.0
2025-11-05,12:00:00,1802,77967000000,110.84,,82.0
2025-11-05,12:00:00,1802,,,,
