DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-03,15:00:00,8604,308524000000,101.03,913.16,
2021-04-27,15:00:00,8604,153116000000,50.11,879.79,
2021-07-30,15:00:00,8604,48487000000,16.12,885.42,
2021-10-29,15:00:00,8604,51700000000,16.76,883.46,
2022-02-01,15:00:00,8604,112033000000,36.4,931.06,
2022-04-26,15:00:00,8604,142996000000,46.68,965.8,
2022-08-03,15:00:00,8604,1696000000,0.56,1017.18,
2022-11-02,15:00:00,8604,18467000000,6.13,1053.91,
2023-02-01,15:00:00,8604,85411000000,28.4,1045.65,
2023-04-26,15:00:00,8604,92786000000,30.86,1048.24,
2023-08-01,15:00:00,8604,23331000000,7.71,1071.38,
2023-10-27,15:00:00,8604,58563000000,19.34,1092.03,
2024-01-31,15:30:00,8604,109113000000,36.08,1087.95,
2024-04-12,16:45:00,8604,92786000000,30.86,1048.24,
2024-04-26,15:00:00,8604,165863000000,54.97,1127.72,
2024-06-25,16:15:00,8604,165863000000,54.97,1127.72,
2024-07-30,15:00:00,8604,68938000000,23.33,1172.07,
2024-08-08,15:00:00,8604,68938000000,23.33,1172.07,
2024-11-01,15:00:00,8604,167325000000,56.63,1117.0,
2025-02-05,15:30:00,8604,268766000000,90.95,1207.81,
2025-02-12,19:00:00,8604,268766000000,90.95,1207.81,
2025-04-25,15:30:00,8604,340736000000,115.3,1174.1,
2025-07-29,15:30:00,8604,104565000000,35.19,1177.31,
2025-08-07,15:30:00,8604,104565000000,35.19,1177.31,
2025-10-28,15:30:00,8604,196643000000,66.54,1188.05,
