DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-01,15:00:00,7936,,,,
2021-02-12,15:00:00,7936,-16126000000,-88.17,689.57,
2021-05-13,15:00:00,7936,10485000000,57.3,,24.0
2021-08-13,15:00:00,7936,12350000000,67.5,,24.0
2021-11-05,15:00:00,7936,19073000000,104.23,,24.0
2022-02-01,15:00:00,7936,,,,
2022-02-10,15:00:00,7936,9402000000,51.38,798.08,
2022-05-11,15:00:00,7936,8725000000,47.67,,32.0
2022-08-12,15:00:00,7936,13562000000,74.08,,32.0
2022-08-12,15:00:00,7936,,,,
2022-11-11,15:00:00,7936,,,,
2022-11-11,15:00:00,7936,23245000000,126.95,,32.0
2023-02-10,15:00:00,7936,19887000000,108.6,931.45,
2023-05-10,15:00:00,7936,16310000000,89.05,,44.0
2023-08-08,15:00:00,7936,24796000000,135.36,,55.0
2023-11-10,15:00:00,7936,40280000000,219.87,,60.0
2024-02-09,15:00:00,7936,35272000000,192.52,1117.73,
2024-05-10,15:00:00,7936,26737000000,146.6,,
2024-07-12,15:00:00,7936,,,,
2024-08-13,15:00:00,7936,42219000000,58.09,,
2024-11-08,13:00:00,7936,64940000000,89.61,,
2025-02-14,13:00:00,7936,63806000000,88.3,325.59,
2025-05-15,13:00:00,7936,31647000000,44.26,,26.0
2025-08-13,13:00:00,7936,53606000000,75.0,,28.0
2025-11-12,13:00:00,7936,86314000000,120.66,,28.0
2025-11-12,13:00:00,7936,,,,
