DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-09,15:00:00,1893,15008000000,52.62,,20.0
2021-05-11,15:00:00,1893,20993000000,73.62,555.32,
2021-08-04,15:00:00,1893,4550000000,15.96,,23.0
2021-11-10,15:00:00,1893,8406000000,29.49,,23.0
2022-02-10,15:00:00,1893,8991000000,31.54,,23.0
2022-02-10,15:00:00,1893,,,,
2022-05-13,15:00:00,1893,10753000000,37.72,559.85,
2022-08-04,15:00:00,1893,3237000000,11.36,,24.0
2022-11-10,14:00:00,1893,4820000000,16.91,,24.0
2023-02-10,15:00:00,1893,-7263000000,-25.47,,24.0
2023-02-10,15:00:00,1893,,,,
2023-05-12,15:00:00,1893,684000000,2.4,550.03,
2023-08-02,15:00:00,1893,4778000000,16.76,,24.0
2023-11-09,15:00:00,1893,8806000000,30.89,,24.0
2024-02-08,15:00:00,1893,12907000000,45.29,,24.0
2024-05-10,15:00:00,1893,17875000000,62.73,607.35,
2024-08-06,15:00:00,1893,5222000000,18.4,,24.0
2024-11-07,12:00:00,1893,9886000000,34.94,,24.0
2025-02-07,15:30:00,1893,9141000000,32.35,,24.0
2025-05-09,15:30:00,1893,12460000000,44.12,610.56,
2025-08-07,15:30:00,1893,6899000000,24.63,,34.0
2025-11-07,15:30:00,1893,17134000000,61.53,,34.0
