DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-03-25,16:00:00,8961,,,,
2021-05-21,15:45:00,8961,5115000000,3875,121348,
2021-11-18,15:30:00,8961,5041000000,3819,121292,
2022-05-23,15:30:00,8961,4537000000,3437,121180,
2022-07-28,16:00:00,8961,,,,
2022-11-22,17:00:00,8961,,,,
2022-11-22,17:00:00,8961,3331000000,2523,120508,
2023-04-20,15:30:00,8961,3614000000,1368,60123,
2023-07-27,16:00:00,8961,,,,
2023-10-20,15:30:00,8961,7157000000,2010,65241,
2024-04-01,16:00:00,8961,7157000000,2010,65241,
2024-04-22,15:30:00,8961,7247000000,2035,65577,
2024-10-23,15:30:00,8961,6785000000,1906,65648,
2025-04-22,15:30:00,8961,6859000000,1926,65818,
2025-04-22,15:30:00,8961,,,,
2025-10-23,15:30:00,8961,6598000000,1853,65883,
