DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-28,17:00:00,6332,275000000,6.33,,24.0
2021-04-30,15:00:00,6332,,,,
2021-05-13,15:00:00,6332,958000000,22.04,1615.05,
2021-08-12,15:00:00,6332,61000000,1.4,,24.0
2021-10-28,15:00:00,6332,902000000,20.63,,24.0
2022-01-28,15:00:00,6332,1852000000,42.3,,24.0
2022-04-28,17:00:00,6332,,,,30.0
2022-05-12,16:00:00,6332,8173000000,186.42,1805.9,
2022-08-12,16:00:00,6332,103000000,2.36,,30.0
2022-10-27,16:00:00,6332,877000000,19.92,,30.0
2023-01-26,16:00:00,6332,1918000000,43.5,,30.0
2023-03-23,16:00:00,6332,,,,40.0
2023-05-12,16:00:00,6332,4214000000,96.16,1892.18,
2023-08-10,16:00:00,6332,89000000,2.1,,42.0
2023-11-09,16:00:00,6332,921000000,21.48,,42.0
2024-02-08,16:00:00,6332,1485000000,34.63,,42.0
2024-04-25,16:00:00,6332,,,,
2024-05-10,16:00:00,6332,2675000000,62.38,2040.89,
2024-08-09,16:00:00,6332,215000000,5.04,,52.0
2024-11-08,16:00:00,6332,1018000000,23.73,,52.0
2025-02-07,14:30:00,6332,,,,60.0
2025-02-07,14:30:00,6332,2080000000,48.38,,60.0
2025-02-12,17:30:00,6332,,,,60.0
2025-04-24,14:30:00,6332,,,,78.0
2025-05-09,14:30:00,6332,6669000000,154.97,2159.3,
2025-08-08,14:30:00,6332,2463000000,57.32,,82.0
2025-11-07,15:00:00,6332,11783000000,278.37,,82.0
