DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-09,15:00:00,2702,20186000000,151.83,1316.81,
2021-05-13,15:00:00,2702,5813000000,43.72,,36.0
2021-08-12,15:00:00,2702,10914000000,82.09,,36.0
2021-11-11,15:00:00,2702,17937000000,134.91,,36.0
2022-02-09,15:00:00,2702,23945000000,180.1,1460.77,
2022-05-12,15:00:00,2702,6116000000,46.0,,39.0
2022-08-10,15:00:00,2702,11013000000,82.83,,39.0
2022-11-14,15:00:00,2702,16795000000,126.32,,39.0
2023-02-08,15:00:00,2702,19937000000,149.96,1554.8,
2023-05-12,15:00:00,2702,5284000000,39.74,,39.0
2023-08-10,15:00:00,2702,11370000000,85.52,,39.0
2023-11-10,15:00:00,2702,20083000000,151.05,,39.0
2024-02-08,15:00:00,2702,25163000000,189.26,1704.84,
2024-05-14,15:00:00,2702,6731000000,50.63,,42.0
2024-08-09,15:00:00,2702,14893000000,112.02,,42.0
2024-11-08,15:30:00,2702,24252000000,182.4,,42.0
2025-02-06,15:30:00,2702,31961000000,240.39,1903.18,
2025-05-09,15:30:00,2702,7621000000,57.32,,56.0
2025-08-08,15:30:00,2702,16796000000,126.33,,56.0
2025-11-07,15:30:00,2702,26992000000,203.01,,56.0
