DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-29,13:30:00,4568,75806000000,38.99,667.73,
2021-04-27,13:00:00,4568,75958000000,39.17,663.85,
2021-07-30,13:00:00,4568,35220000000,18.38,667.96,27.0
2021-10-29,13:00:00,4568,62465000000,32.59,684.62,27.0
2022-01-31,13:00:00,4568,94318000000,49.21,694.53,27.0
2022-04-27,13:00:00,4568,66972000000,34.94,704.76,
2022-07-29,13:00:00,4568,18851000000,9.84,730.5,27.0
2022-10-31,13:00:00,4568,58309000000,30.42,765.32,30.0
2023-01-31,13:00:00,4568,86700000000,45.23,737.72,30.0
2023-04-27,13:00:00,4568,109188000000,56.96,754.09,
2023-07-31,13:00:00,4568,57013000000,29.74,797.91,34.0
2023-10-31,13:00:00,4568,97006000000,50.59,831.31,40.0
2024-01-31,13:00:00,4568,163564000000,85.31,827.32,50.0
2024-04-25,13:00:00,4568,200731000000,104.69,880.4,
2024-07-31,13:00:00,4568,85383000000,44.6,901.38,60.0
2024-10-31,13:00:00,4568,146675000000,76.83,855.86,60.0
2025-01-31,13:00:00,4568,208603000000,109.65,863.62,60.0
2025-04-25,13:00:00,4568,295756000000,155.96,869.69,
2025-07-31,13:00:00,4568,85500000000,46.03,852.84,78.0
2025-10-31,13:00:00,4568,130814000000,70.55,892.84,78.0
