DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-07-20,15:00:00,8960,9847000000,3157,117305,
2022-01-18,15:00:00,8960,7326000000,2349,116490,
2022-07-19,15:00:00,8960,9628000000,3087,116501,
2022-07-25,16:00:00,8960,9628227000,,,
2023-01-19,15:00:00,8960,9666000000,3103,116291,
2023-07-19,15:20:00,8960,9929000000,3204,116336,
2024-01-19,15:00:00,8960,10369000000,3346,116440,
2024-03-27,16:00:00,8960,,,,
2024-07-19,15:00:00,8960,11169000000,3604,116763,
2025-01-21,15:35:00,8960,,,,
2025-01-21,15:35:00,8960,12680000000,4094,117051,
2025-07-17,15:30:00,8960,,,,
2025-07-17,15:30:00,8960,11835000000,3863,116945,
2025-10-15,16:00:00,8960,,,,
2025-11-17,16:00:00,8960,,,,
2026-01-20,15:30:00,8960,12287000000,4012,117015,
