DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-09,17:10:00,5108,,,,
2021-02-16,15:00:00,5108,-23301000000,-33.09,3053.35,
2021-05-17,15:00:00,5108,285247000000,405.1,,130.0
2021-08-10,15:00:00,5108,352320000000,500.35,,170.0
2021-11-11,15:00:00,5108,422848000000,600.49,,170.0
2022-02-15,15:00:00,5108,394037000000,559.56,3734.23,
2022-05-11,15:00:00,5108,53836000000,76.63,,170.0
2022-08-10,15:00:00,5108,92942000000,132.7,,170.0
2022-11-10,15:00:00,5108,188748000000,270.48,,170.0
2023-02-16,15:00:00,5108,300367000000,432.29,4333.76,
2023-05-15,14:50:00,5108,90499000000,132.24,,200.0
2023-08-09,14:30:00,5108,182643000000,266.85,,200.0
2023-11-10,14:30:00,5108,266732000000,389.68,,200.0
2024-02-16,14:30:00,5108,331305000000,483.99,4898.25,
2024-05-13,14:30:00,5108,86602000000,126.49,,210.0
2024-08-09,14:30:00,5108,199082000000,290.76,,210.0
2024-11-11,14:30:00,5108,252726000000,369.09,,210.0
2025-02-17,14:30:00,5108,284989000000,416.19,5448.98,
2025-05-15,14:30:00,5108,75890000000,111.16,,230.0
2025-08-08,14:30:00,5108,115523000000,170.22,,230.0
2025-11-12,14:30:00,5108,203536000000,302.75,,230.0
