DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-29,13:00:00,8133,9525000000,84.38,,44.0
2021-04-30,13:00:00,8133,12168000000,107.79,1206.88,
2021-07-30,13:00:00,8133,2666000000,23.62,,46.0
2021-10-29,13:00:00,8133,5527000000,48.96,,46.0
2022-01-31,13:00:00,8133,11331000000,100.38,,46.0
2022-04-28,13:00:00,8133,13194000000,116.89,1278.32,
2022-07-29,13:00:00,8133,4442000000,39.35,,48.0
2022-10-31,13:00:00,8133,6939000000,61.47,,48.0
2023-01-31,13:00:00,8133,10799000000,95.67,,48.0
2023-04-28,13:00:00,8133,13832000000,122.54,1355.37,
2023-07-31,13:00:00,8133,5139000000,45.54,,52.0
2023-10-31,13:00:00,8133,8917000000,79.01,,52.0
2024-01-31,13:00:00,8133,13236000000,117.27,,52.0
2024-01-31,13:00:00,8133,,,,
2024-04-30,13:00:00,8133,13887000000,123.03,1439.91,
2024-07-31,13:00:00,8133,3686000000,32.67,,56.0
2024-08-07,15:30:00,8133,3686000000,32.67,,56.0
2024-10-31,13:00:00,8133,7837000000,69.48,,56.0
2025-01-31,13:00:00,8133,13933000000,123.53,,58.0
2025-01-31,13:00:00,8133,,,,58.0
2025-02-12,16:30:00,8133,13933000000,123.53,,58.0
2025-04-30,13:00:00,8133,17102000000,151.63,1527.64,
2025-07-31,13:00:00,8133,3653000000,32.4,,62.0
2025-08-06,13:00:00,8133,3653000000,32.4,,62.0
2025-10-31,13:00:00,8133,6901000000,61.17,,62.0
