DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-27,15:05:00,6645,33912000000,168.13,,84.0
2021-04-27,15:05:00,6645,43307000000,214.72,3009.15,
2021-07-29,15:05:00,6645,20178000000,100.04,,86.0
2021-10-28,15:05:00,6645,32531000000,161.22,,92.0
2022-01-28,15:05:00,6645,44815000000,222.53,,92.0
2022-04-26,15:05:00,6645,61400000000,305.65,3339.64,
2022-07-26,15:05:00,6645,7973000000,39.98,,98.0
2022-10-26,15:05:00,6645,27875000000,139.81,,98.0
2023-01-30,15:05:00,6645,50517000000,253.94,,98.0
2023-04-26,15:05:00,6645,73861000000,372.19,3701.08,
2023-07-27,15:05:00,6645,13396000000,68.05,,104.0
2023-10-27,15:05:00,6645,6080000000,30.89,,104.0
2024-02-05,15:05:00,6645,7849000000,39.87,,104.0
2024-05-08,15:05:00,6645,8105000000,41.17,3995.04,
2024-08-02,15:05:00,6645,-9626000000,-48.89,,104.0
2024-11-06,15:35:00,6645,-3318000000,-16.86,,104.0
2025-02-10,15:35:00,6645,7183000000,36.47,,104.0
2025-05-08,15:35:00,6645,16271000000,82.63,3920.3,
2025-08-06,15:35:00,6645,6816000000,34.62,,104.0
2025-11-07,15:35:00,6645,9047000000,45.96,,104.0
