DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-29,11:40:00,8698,6548000000,25.48,,
2021-04-27,11:40:00,8698,14354000000,55.82,347.67,
2021-06-04,16:00:00,8698,14354000000,55.82,347.67,
2021-07-28,11:40:00,8698,7260000000,28.18,,
2021-10-29,15:15:00,8698,12027000000,46.67,,
2022-01-31,15:15:00,8698,12462000000,48.19,,
2022-04-27,15:15:00,8698,13017000000,50.0,391.64,
2022-08-03,11:40:00,8698,952000000,3.58,,
2022-10-28,15:15:00,8698,1247000000,4.67,,
2023-01-30,15:15:00,8698,1934000000,7.27,,
2023-04-27,15:15:00,8698,3392000000,12.85,388.67,
2023-07-28,15:15:00,8698,2414000000,9.42,,
2023-10-27,15:15:00,8698,4257000000,16.57,,
2024-01-31,15:15:00,8698,6542000000,25.45,,
2024-04-25,15:15:00,8698,31293000000,121.67,511.38,
2024-07-26,15:15:00,8698,2472000000,9.6,,
2024-10-28,15:15:00,8698,4051000000,15.74,,40.2
2025-02-12,15:30:00,8698,-5835000000,-22.72,,40.2
2025-05-09,15:30:00,8698,-5067000000,-19.79,490.65,
2025-08-07,15:30:00,8698,1856000000,7.38,,30.4
2025-11-07,15:30:00,8698,4549000000,18.09,,30.6
