DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-29,14:20:00,2267,37342000000,232.89,,52.0
2021-05-14,13:50:00,2267,39267000000,244.85,2523.81,
2021-07-30,14:20:00,2267,11742000000,73.2,,62.0
2021-11-12,14:20:00,2267,25576000000,159.44,,72.0
2022-02-10,14:20:00,2267,42022000000,261.96,,72.0
2022-05-13,14:20:00,2267,44917000000,280.36,2812.63,
2022-07-29,14:20:00,2267,11451000000,73.03,,82.0
2022-11-11,14:20:00,2267,26918000000,172.09,,90.0
2023-02-10,14:20:00,2267,46283000000,296.16,,90.0
2023-05-12,14:20:00,2267,50641000000,324.18,3195.09,
2023-07-28,14:20:00,2267,13111000000,84.01,,
2023-11-14,14:20:00,2267,26074000000,83.53,,
2024-02-09,14:20:00,2267,43339000000,139.09,,
2024-05-14,14:20:00,2267,51006000000,164.52,1811.97,
2024-07-30,14:20:00,2267,14089000000,46.48,,64.0
2024-11-12,14:20:00,2267,27472000000,90.61,,64.0
2025-02-14,14:20:00,2267,43598000000,143.8,,64.0
2025-05-13,14:20:00,2267,45533000000,150.48,1925.42,
2025-07-29,14:20:00,2267,11597000000,39.36,,66.0
2025-11-14,14:20:00,2267,24517000000,83.41,,66.0
