DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-04-14,15:00:00,6532,10014000000,654.54,,
2021-07-15,15:00:00,6532,3605000000,235.29,,
2021-10-15,15:00:00,6532,6868000000,448.39,,
2022-01-14,15:00:00,6532,11033000000,720.05,,
2022-04-14,15:00:00,6532,15544000000,1013.89,,
2022-07-15,15:00:00,6532,4627000000,301.62,,
2022-09-21,15:30:00,6532,,,,
2022-10-14,15:00:00,6532,8937000000,583.05,,
2023-01-13,15:00:00,6532,14823000000,96.71,,
2023-04-14,15:00:00,6532,21910000000,142.96,,
2023-07-14,15:00:00,6532,5827000000,38.05,,
2023-10-13,15:00:00,6532,11274000000,73.71,,
2024-01-12,15:00:00,6532,17596000000,115.09,,
2024-04-12,15:00:00,6532,25382000000,166.04,,
2024-07-11,15:00:00,6532,6973000000,45.71,,
2024-10-10,15:00:00,6532,13368000000,87.8,,
2025-01-14,15:30:00,6532,21200000000,139.31,,50.0
2025-04-10,15:30:00,6532,30760000000,202.16,620.82,
2025-07-15,15:30:00,6532,9016000000,59.32,,100.0
2025-10-15,15:30:00,6532,17229000000,113.44,,100.0
2026-01-14,15:30:00,6532,26043000000,171.48,,100.0
