DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-04-09,15:00:00,6136,1492000000,15.31,,24.0
2021-07-07,15:00:00,6136,,,,31.0
2021-07-09,15:00:00,6136,4751000000,48.73,,31.0
2021-10-08,15:00:00,6136,7811000000,80.07,,31.0
2022-01-12,15:00:00,6136,10989000000,112.63,1472.45,
2022-04-07,15:00:00,6136,3459000000,35.53,,49.0
2022-07-07,15:00:00,6136,7492000000,77.26,,49.0
2022-10-06,15:00:00,6136,11349000000,117.48,,49.0
2023-01-12,15:00:00,6136,16534000000,171.54,1721.14,
2023-04-06,15:00:00,6136,3050000000,31.86,,60.0
2023-07-06,15:00:00,6136,6591000000,68.82,,60.0
2023-10-05,15:00:00,6136,,,,
2023-10-05,15:00:00,6136,10044000000,104.84,,60.0
2024-01-11,15:00:00,6136,14307000000,149.29,1892.35,
2024-04-04,15:00:00,6136,3429000000,36.3,,60.0
2024-07-11,15:00:00,6136,7217000000,77.4,,60.0
2024-10-10,15:00:00,6136,,,,
2024-10-10,15:00:00,6136,9790000000,106.71,,60.0
2025-01-09,15:30:00,6136,13439000000,148.94,1962.21,
2025-04-10,15:30:00,6136,2609000000,30.73,,60.0
2025-07-10,15:30:00,6136,6483000000,76.94,,88.0
2025-07-10,15:30:00,6136,,,,88.0
2025-10-09,15:30:00,6136,9643000000,115.32,,88.0
2026-01-08,15:30:00,6136,14334000000,172.11,2200.98,
