DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-29,15:15:00,6632,497000000,3.03,,5.0
2021-04-21,15:15:00,6632,,,,
2021-04-27,15:15:00,6632,2154000000,13.14,394.33,
2021-07-29,15:15:00,6632,1470000000,8.97,,6.0
2021-10-29,15:15:00,6632,-256000000,-1.56,,6.0
2022-02-01,15:15:00,6632,503000000,3.08,,6.0
2022-04-21,14:45:00,6632,,,,
2022-04-27,14:00:00,6632,5873000000,35.89,486.26,
2022-05-13,16:00:00,6632,5873000000,35.89,486.26,
2022-07-29,15:15:00,6632,-246000000,-1.51,,7.0
2022-10-31,15:15:00,6632,3677000000,22.49,,7.0
2022-10-31,15:15:00,6632,,,,
2023-02-01,15:15:00,6632,,,,
2023-02-01,15:15:00,6632,15513000000,94.89,,12.0
2023-04-27,15:15:00,6632,16229000000,99.27,604.39,
2023-08-01,15:30:00,6632,3477000000,21.84,,8.0
2023-10-31,15:15:00,6632,6750000000,43.04,,8.0
2023-10-31,15:15:00,6632,,,,
2024-02-01,15:15:00,6632,10922000000,70.24,,8.0
2024-04-22,15:30:00,6632,,,,
2024-04-22,15:30:00,6632,,,,12.0
2024-04-26,15:15:00,6632,13016000000,84.34,761.35,
2024-08-01,15:15:00,6632,5503000000,36.5,,13.0
2024-10-31,15:15:00,6632,11093000000,73.55,,13.0
2025-02-03,15:45:00,6632,14070000000,93.43,,13.0
2025-05-01,15:45:00,6632,20276000000,135.17,845.07,
2025-08-01,15:45:00,6632,3446000000,23.38,,18.0
2025-10-31,15:45:00,6632,7500000000,50.97,,18.0
