DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-29,12:30:00,4205,17445000000,79.78,,22.0
2021-04-28,12:30:00,4205,27716000000,126.74,1349.89,
2021-07-30,12:30:00,4205,10051000000,45.95,,24.0
2021-10-29,12:30:00,4205,18394000000,84.09,,25.0
2022-01-31,12:30:00,4205,27364000000,125.09,,28.0
2022-04-27,12:30:00,4205,33413000000,153.22,1487.33,
2022-07-28,12:30:00,4205,8706000000,40.98,,36.0
2022-10-31,12:30:00,4205,17419000000,82.19,,36.0
2023-01-31,12:30:00,4205,18283000000,86.35,,36.0
2023-04-19,15:00:00,4205,,,,
2023-04-26,12:30:00,4205,10569000000,49.94,1591.79,
2023-07-27,12:30:00,4205,5836000000,27.62,,40.0
2023-10-27,15:00:00,4205,10359000000,49.03,,40.0
2024-01-31,15:00:00,4205,20908000000,98.95,,40.0
2024-01-31,15:00:00,4205,,,,
2024-04-25,15:00:00,4205,31101000000,147.19,1714.88,
2024-07-29,15:00:00,4205,8190000000,38.77,,47.0
2024-10-28,15:00:00,4205,12300000000,58.47,,70.0
2025-01-31,15:30:00,4205,20131000000,96.74,,70.0
2025-04-25,12:30:00,4205,26199000000,127.43,1810.79,
2025-07-30,15:30:00,4205,7506000000,38.06,,72.0
2025-10-30,15:30:00,4205,22305000000,113.76,,72.0
