DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-03,15:00:00,6448,47526000000,182.9,1833.05,
2021-05-07,15:00:00,6448,24520000000,94.36,1858.28,
2021-08-03,15:00:00,6448,18618000000,71.62,1905.8,60.0
2021-11-08,15:00:00,6448,36812000000,141.61,1969.35,60.0
2022-02-01,15:00:00,6448,54252000000,208.7,2047.76,64.0
2022-05-11,15:00:00,6448,61030000000,234.89,2170.46,
2022-08-05,15:10:00,6448,17389000000,67.6,2324.5,68.0
2022-11-09,15:00:00,6448,30258000000,118.0,2393.28,68.0
2023-02-07,15:00:00,6448,42976000000,167.79,2308.3,68.0
2023-05-08,15:00:00,6448,39082000000,152.67,2334.34,
2023-08-07,15:00:00,6448,16243000000,63.55,2512.9,68.0
2023-11-07,15:00:00,6448,28901000000,113.08,2588.05,68.0
2024-02-06,15:00:00,6448,46614000000,182.38,2558.75,68.0
2024-05-09,15:00:00,6448,31645000000,123.81,2613.43,
2024-08-06,15:00:00,6448,16520000000,64.62,2754.2,100.0
2024-11-08,15:30:00,6448,28148000000,110.11,2614.48,100.0
2025-02-06,15:30:00,6448,50407000000,197.18,2770.99,100.0
2025-05-09,15:30:00,6448,54778000000,214.27,2704.21,
2025-08-06,15:30:00,6448,11731000000,45.98,2699.89,100.0
2025-11-10,15:30:00,6448,28271000000,111.3,2810.63,100.0
