Date,Open,High,Low,Close,Volume
2024-07-26,1850,1855,1635,1650,27533300
2024-07-29,1650,1730,1550,1552,8597300
2024-07-30,1521,1533,1404,1452,5407500
2024-07-31,1392,1465,1367,1450,4180200
2024-08-01,1471,1580,1448,1580,4020800
2024-08-02,1470,1548,1400,1525,3066200
2024-08-05,1401,1484,1179,1235,4019800
2024-08-06,1500,1500,1362,1450,2716300
2024-08-07,1440,1560,1374,1559,2207000
2024-08-08,1519,1595,1485,1550,1422900
2024-08-09,1575,1719,1500,1704,2724100
2024-08-13,1727,1846,1667,1687,4500200
2024-08-14,1767,1976,1723,1903,10201700
2024-08-15,1907,1919,1765,1780,4143700
2024-08-16,1810,1925,1687,1726,7079300
2024-08-19,1752,1776,1692,1763,2232500
2024-08-20,1803,2024,1768,1992,5591200
2024-08-21,2030,2125,1883,1940,6478400
2024-08-22,1979,2137,1951,2000,6506600
2024-08-23,1997,2000,1860,1866,4816200
2024-08-26,1900,2097,1872,2090,5742600
2024-08-27,2129,2217,2030,2094,6983200
2024-08-28,2138,2142,2016,2045,3443700
2024-08-29,2021,2195,2021,2128,6564800
2024-08-30,2168,2172,2027,2042,5185800
2024-09-02,2058,2180,1965,2131,6147600
2024-09-03,2133,2235,2093,2110,7645100
2024-09-04,2030,2093,1967,1980,4390800
2024-09-05,1970,2109,1931,2056,4018900
2024-09-06,2050,2148,1990,2006,4876400
2024-09-09,1945,2077,1940,1999,3372500
2024-09-10,2056,2057,1963,1985,2670700
2024-09-11,1981,2024,1909,1935,2772400
2024-09-12,1975,1990,1890,1979,2852400
2024-09-13,1781,1796,1602,1633,12118800
2024-09-17,1601,1603,1381,1490,14714900
2024-09-18,1500,1507,1434,1466,6427600
2024-09-19,1513,1555,1460,1495,6489400
2024-09-20,1525,1559,1490,1498,6588900
2024-09-24,1500,1504,1417,1426,4850100
2024-09-25,1411,1444,1370,1373,4615900
2024-09-26,1358,1374,1330,1356,4234400
2024-09-27,1361,1394,1341,1379,3326000
2024-09-30,1330,1383,1314,1314,2860300
2024-10-01,1326,1359,1295,1311,3789500
2024-10-02,1290,1290,1231,1238,4905400
2024-10-03,1245,1252,1201,1235,4318200
2024-10-04,1249,1308,1214,1214,7493300
2024-10-07,1212,1214,1135,1146,9023700
2024-10-08,1116,1183,1112,1144,6774400
2024-10-09,1145,1217,1130,1214,8395600
2024-10-10,1231,1232,1151,1170,7407800
2024-10-11,1169,1245,1152,1235,6697100
2024-10-15,1250,1258,1155,1175,8252500
2024-10-16,1175,1187,1121,1121,4574600
2024-10-17,1125,1127,1065,1073,5264500
2024-10-18,1053,1058,1020,1029,3865200
2024-10-21,1044,1076,1022,1073,2580200
2024-10-22,1080,1144,1077,1126,5228100
2024-10-23,1108,1122,1058,1068,2741800
2024-10-24,1050,1065,1035,1043,1487500
2024-10-25,1041,1049,1004,1044,1797000
2024-10-28,1044,1200,1040,1200,7599500
2024-10-29,1212,1294,1165,1243,11841600
2024-10-30,1238,1247,1173,1218,8726100
2024-10-31,1216,1216,1166,1191,4631500
2024-11-01,1165,1192,1153,1175,2620000
2024-11-05,1180,1191,1111,1111,3383500
2024-11-06,1113,1127,1090,1095,2469500
2024-11-07,1104,1138,1077,1085,2640400
2024-11-08,1093,1109,1032,1035,2669700
2024-11-11,1040,1046,995,1002,3771000
2024-11-12,990,1007,976,987,2911700
2024-11-13,995,1008,969,980,2728400
2024-11-14,982,994,952,976,2783800
2024-11-15,963,986,930,973,4856500
2024-11-18,1000,1055,990,993,4662700
2024-11-19,1000,1076,997,1053,5224600
2024-11-20,1061,1142,1050,1135,6774700
2024-11-21,1165,1230,1109,1135,9609800
2024-11-22,1150,1157,1118,1137,3966600
2024-11-25,1165,1213,1142,1142,5740900
2024-11-26,1145,1163,1122,1154,2267200
2024-11-27,1159,1245,1149,1211,7159700
2024-11-28,1210,1260,1188,1233,4817900
2024-11-29,1240,1254,1190,1192,3602100
2024-12-02,1190,1219,1170,1210,2367200
2024-12-03,1219,1249,1214,1249,2701000
2024-12-04,1278,1278,1194,1230,3796700
2024-12-05,1237,1251,1217,1240,2442800
2024-12-06,1228,1237,1202,1230,1417100
2024-12-09,1239,1249,1204,1205,1470500
2024-12-10,1212,1231,1181,1182,2070700
2024-12-11,1182,1201,1151,1177,2062700
2024-12-12,1205,1232,1175,1190,3904200
2024-12-13,1395,1490,1367,1490,9459900
2024-12-16,1534,1597,1428,1447,24571900
2024-12-17,1448,1450,1355,1373,10422700
2024-12-18,1361,1434,1345,1385,5749500
2024-12-19,1325,1348,1296,1328,5039200
2024-12-20,1328,1353,1273,1279,3262900
2024-12-23,1260,1350,1250,1333,4069000
2024-12-24,1350,1430,1321,1427,6242100
2024-12-25,1437,1466,1406,1412,4418000
2024-12-26,1412,1489,1407,1463,5416700
2024-12-27,1491,1555,1478,1554,5219400
2024-12-30,1560,1609,1522,1543,6712900
2025-01-06,1560,1638,1525,1542,5199500
2025-01-07,1550,1588,1463,1490,5135400
2025-01-08,1478,1510,1417,1420,3117700
2025-01-09,1446,1482,1400,1437,3710400
2025-01-10,1460,1479,1407,1430,2236800
2025-01-14,1420,1467,1385,1451,2771800
2025-01-15,1470,1481,1406,1411,1784900
2025-01-16,1440,1466,1408,1444,1803700
2025-01-17,1430,1457,1410,1455,1419100
2025-01-20,1474,1518,1452,1507,2522000
2025-01-21,1514,1515,1455,1515,1924500
2025-01-22,1526,1540,1495,1504,1923500
2025-01-23,1503,1539,1464,1486,1939100
2025-01-24,1489,1663,1452,1501,12703200
2025-01-27,1524,1551,1439,1450,3899200
2025-01-28,1440,1468,1422,1460,1970900
2025-01-29,1460,1483,1440,1478,1541400
2025-01-30,1470,1479,1428,1441,2628400
2025-01-31,1443,1448,1416,1416,1230800
2025-02-03,1420,1536,1419,1488,5253300
2025-02-04,1487,1519,1470,1519,1838700
2025-02-05,1512,1547,1487,1547,1844100
2025-02-06,1547,1618,1536,1617,3112200
2025-02-07,1622,1635,1571,1596,3075200
