Date,Open,High,Low,Close,Volume,TradingValue,UpLimit,UnderLimit
2025-10-01,1864.6,1864.6,1740,1750,365500,652988500,0,0
2025-10-02,1760,1760,1644.4,1676.4,632000,1066571100,0,0
2025-10-03,1667.8,1733.6,1660.2,1712,467000,792180500,0,0
2025-10-06,1760,1774.6,1721,1762,302000,530347500,0,0
2025-10-07,1762,1771,1708.8,1730,379000,655219400,0,0
2025-10-08,1730,1734.2,1700.2,1701,286500,490527000,0,0
2025-10-09,1691.6,1717.8,1690,1715.4,250000,426926500,0,0
2025-10-10,1685.4,1714.8,1682.2,1692,214000,361810500,0,0
2025-10-14,1671.8,1720,1660.4,1696.8,294500,498580500,0,0
2025-10-15,1716,1717,1690.2,1701,141500,240940600,0,0
2025-10-16,1700,1710.8,1684.8,1695.6,221000,374847200,0,0
2025-10-17,1694.8,1703.4,1662.2,1670.2,247000,413412900,0,0
2025-10-20,1691.4,1696.6,1667.6,1668.6,220500,369910000,0,0
2025-10-21,1668.6,1703.2,1666,1692,248500,419942200,0,0
2025-10-22,1692,1706,1692,1692,209000,354618300,0,0
2025-10-23,1692,1700,1673.6,1683.6,188500,317426200,0,0
2025-10-24,1680.6,1684.8,1658.8,1658.8,237500,395527800,0,0
2025-10-27,1667.2,1674,1660,1660,152500,253926900,0,0
2025-10-28,1660,1665.8,1606.6,1623,536500,870169200,0,0
2025-10-29,1603,1607.4,1572,1572,357500,566832600,0,0
2025-10-30,1570.8,1579.8,1554.2,1578,414000,650390900,0,0
2025-10-31,1560,1584,1560,1570,236000,371403800,0,0
2025-11-04,1560,1564.4,1537.2,1563.4,301000,467456600,0,0
2025-11-05,1563.4,1576,1554.2,1562.6,249500,389874500,0,0
2025-11-06,1622.6,1644,1581.2,1588.6,483000,777682400,0,0
2025-11-07,1615,1618.4,1594.2,1618.4,197000,316917100,0,0
2025-11-10,1633.2,1645,1605.4,1629.4,408000,665070800,0,0
2025-11-11,1662,1683.4,1647.4,1672.4,558000,929107600,0,0
2025-11-12,1699.6,1758.8,1682.6,1735.2,580000,1006557500,0,0
2025-11-13,1771.8,1778,1745,1755.2,306000,539008900,0,0
2025-11-14,1750,1765.4,1725,1734,194500,338376400,0,0
2025-11-17,1722.8,1729.2,1689.6,1709.2,215000,367487100,0,0
2025-11-18,1689.6,1719.4,1686,1697.4,226000,383871600,0,0
2025-11-19,1697.4,1719.2,1683.4,1709.4,258000,440695300,0,0
2025-11-20,1715.8,1727.4,1704.4,1705,225500,386110400,0,0
2025-11-21,1725.8,1766.8,1725.6,1735.8,668500,1165354600,0,0
2025-11-25,1753,1755,1733,1735.8,238000,414721400,0,0
2025-11-26,1726.6,1748,1724.8,1739.2,235500,408617000,0,0
2025-11-27,1726.2,1738.8,1710.2,1725,169500,292216100,0,0
