Date,Open,High,Low,Close,Volume,TradingValue,UpLimit,UnderLimit
2021-02-02,208.8,211.7,205.7,209.9,7386300,1548452100,0,0
2021-02-03,213.2,215.6,200,210,18028800,3771793500,0,0
2021-02-04,212.9,225.3,212.2,219.2,20605500,4542141300,0,0
2021-02-05,216.1,219.8,207.1,209.6,17981100,3779228500,0,0
2021-02-08,213.8,220.2,211.8,218.8,11762100,2553395000,0,0
2021-02-09,221.7,221.9,213.3,214.9,7819200,1687501400,0,0
2021-02-10,215,219,214.2,214.7,5745600,1241420300,0,0
2021-02-12,211,211,202.6,205.1,14989500,3082069800,0,0
2021-02-15,207.2,207.7,201.7,202.2,9861300,2005076400,0,0
2021-02-16,204.8,213.3,204.2,210.9,11328300,2381392700,0,0
2021-02-17,211.4,222.9,209.1,222.9,12837600,2809328900,0,0
2021-02-18,227.2,229.4,217.3,217.6,11214000,2487703700,0,0
2021-02-19,215,222.6,214.9,222.3,7630200,1676007300,0,0
2021-02-22,227.7,231.8,224.9,229.4,13262400,3033702100,0,0
2021-02-24,232.2,237.4,221.7,223.9,19044000,4334652100,0,0
2021-02-25,228.4,232.7,222,229.4,9735300,2220412600,0,0
2021-02-26,225.6,227.7,220.2,222.8,7528500,1691005300,0,0
2021-03-01,224.8,226.1,216.8,223.2,6538500,1448817300,0,0
2021-03-02,222.9,224,214.7,216.3,6328800,1378440200,0,0
2021-03-03,217.6,223.1,215.7,222.8,6185700,1368081400,0,0
2021-03-04,224.9,236.1,224.4,236.1,15840000,3685925800,0,0
2021-03-05,233.3,234.4,228,230.3,12249900,2836404000,0,0
2021-03-08,234.6,235.6,219.2,221.7,13890600,3104166100,0,0
2021-03-09,223.1,223.3,215.7,217.3,10575000,2305645700,0,0
2021-03-10,216.8,216.8,210.9,213.3,9433800,2012805200,0,0
2021-03-11,217.8,241.1,217.1,240.4,33453900,7768154800,0,0
2021-03-12,239.8,248.7,234.6,248.7,23221800,5661455700,0,0
2021-03-15,251.1,266.7,250,266.1,26617500,6954890000,0,0
2021-03-16,268.3,277.8,258.4,277.8,26347500,7161229700,0,0
2021-03-17,273.1,282,269.6,281.8,21622500,5988271000,0,0
2021-03-18,287.3,292.8,277.9,283.6,20447100,5824549000,0,0
